N,ID,縣市,鄉鎮市區,路名,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積
2816,PU-2817,高雄市,苓雅區,三多二路,802,-1.0907286652037012,5,14,22,10,4,0,0.1666666666666666,-0.6573403781047172,-0.8193256863726953,0.0,180882,2502412,B9棟14樓,-1.2205347290708493,0.5983391276511327,0.0227393547673938
2817,PU-2818,新北市,永和區,永元路,234,0.0854978925369452,5,4,5,2,4,1,45.16666666666666,-1.0325138409366306,-0.8193256863726953,0.0,302837,2765965,,-0.700580510030181,-0.5090714874055063,-0.4384519028208025
2818,PU-2819,新北市,蘆洲區,中央路,247,-0.3276871053314513,5,7,9,2,4,2,21.166666666666668,0.6175599496502829,-0.8193256863726953,0.0,297626,2775231,,1.1566009089045235,0.6563544757434682,-0.4384519028208025
2819,PU-2820,新北市,汐止區,樟樹一路,221,0.1592809278705875,5,4,5,2,4,1,35.666666666666664,-0.4740626833981625,-0.8193256863726953,0.0,314731,2773209,,0.3237689062626698,-1.200136663211267,-0.4384519028208025
2820,PU-2821,台中市,南區,三民西路,402,-0.3515764659573927,5,8,15,10,4,0,17.0,0.9559629658953008,0.2172372387727739,1.0,214969,2669340,,1.0677730390575324,0.342389062537888,-0.4384519028208025
2821,PU-2822,台中市,南區,復興路一段,402,1.2040679350445598,5,3,13,4,4,0,28.666666666666668,3.729833530294193,-0.8193256863726953,0.0,214688,2667619,,4.847483768438582,2.417290923722592,-0.4384519028208025
2822,PU-2823,台南市,東區,東寧路,701,-0.3781816190891005,5,9,15,2,4,0,24.416666666666668,0.1516094468069726,1.312502684269253,1.0,169707,2543614,,0.3130190366633522,0.4601260924899805,-0.4384519028208025
2823,PU-2824,新北市,新店區,光明街,231,-0.3854878219364706,5,6,8,2,4,2,31.166666666666668,0.4974814600149539,-0.8193256863726953,0.0,304448,2761602,,0.9399061690867044,-0.8076798967042919,-0.1117747620291631
2824,PU-2825,台北市,松山區,民生東路五段,105,-0.2753900744239576,5,14,16,2,4,0,38.333333333333336,1.453513071274224,-0.8193256863726953,0.0,307020,2772515,,2.0372415421328154,0.5249667756520023,-0.4384519028208025
2825,PU-2826,高雄市,鼓山區,文信路,804,-0.9293913635116032,5,14,15,2,4,0,8.833333333333334,0.0119966574223557,0.0843841663994349,1.0,177980,2507344,,-0.2439939433644365,-0.3196684392217052,-0.4384519028208025
2826,PU-2827,新竹縣,竹北市,復興二路,302,-0.2030009856861953,5,4,24,10,4,0,1.8333333333333333,0.8582914671488611,0.5988036210543399,1.0,253978,2744733,,0.3512093628714537,-0.945892931865444,2.245424998977175
2827,PU-2828,新北市,新莊區,富國路,242,-0.2438580410826747,5,4,5,2,4,1,41.16666666666666,-0.4907242920078495,-0.8193256863726953,0.0,292250,2768781,,0.3693144064071462,-1.6420771089734696,-0.4384519028208025
2828,PU-2829,台北市,內湖區,環山路三段,114,-0.0699031193416643,5,3,11,2,4,0,8.583333333333334,-0.081078535500722,0.29756700346363,1.0,308437,2775282,,-0.451070378803919,-0.654109857636345,1.5856652832607276
2829,PU-2830,台北市,南港區,經貿二路,115,1.6451078312685556,5,9,21,2,4,0,8.75,1.9510631766531477,1.2908754399294071,1.0,311921,2772819,,1.711916541100841,0.5625061185352783,2.093829724492166
2830,PU-2831,高雄市,苓雅區,民權一路,802,1.4819439788646158,5,24,24,2,4,0,12.5,4.348036663536366,2.279549466893789,3.0,179365,2502262,,3.907718852414044,3.63902590119648,1.1458254727830952
2831,PU-2832,新北市,土城區,中央路二段,236,0.1407029844461881,5,5,5,2,4,1,40.91666666666666,-0.8383199198995911,-0.8193256863726953,0.0,294762,2763461,,-0.4793595093284385,0.0642566584481619,-0.4384519028208025
2832,PU-2833,新北市,汐止區,福安街,221,-0.3851753856304975,5,14,15,2,4,0,24.916666666666668,-0.3442170438881896,0.5910796052186809,1.0,316946,2773080,,-0.205803617156335,-0.0210600299229196,-0.4384519028208025
2833,PU-2834,屏東縣,屏東市,廣東路,900,0.3645996480188953,5,5,15,2,4,0,27.666666666666668,1.0800632231260716,-0.8193256863726953,0.0,197070,2509916,,1.0824833869302823,0.958375552577097,-0.4384519028208025
2834,PU-2835,新北市,土城區,延壽路,236,0.527306862744875,5,4,5,2,4,1,30.5,-0.233331165899584,-0.8193256863726953,0.0,297310,2765248,,0.3002889279273187,-0.0142346948532332,-0.2121265634488169
2835,PU-2836,台北市,中正區,和平西路一段,100,-1.3840582893884252,5,6,14,2,5,0,14.333333333333334,-1.4760573528910514,-0.8193256863726953,0.0,302429,2768855,,-1.670049013105464,-1.6420771089734696,-0.2142617081598735
2836,PU-2837,新北市,中和區,景平路,235,-1.397733386165247,5,13,16,2,4,0,23.916666666666668,-1.5760270045491722,-0.8193256863726953,0.0,300618,2765399,,-1.8117775570333068,-0.9766069396790332,-0.4384519028208025
2837,PU-2838,新北市,中和區,民享街,235,1.918345397623012,5,5,5,2,4,1,41.333333333333336,-0.1247434408226599,-0.8193256863726953,0.0,297904,2765799,,0.4558791458121759,1.4276173386180453,-0.4384519028208025
2838,PU-2839,台北市,大同區,敦煌路,103,2.234122368713801,5,4,5,2,4,1,41.25,1.3805467163283538,-0.8193256863726953,0.0,301588,2774406,,2.332297173503554,4.893181220251379,-0.4384519028208025
2839,PU-2840,新北市,新莊區,中平路,242,-0.7991534910448257,5,10,18,10,4,0,0.4166666666666667,-0.5297928915064254,-0.8193256863726953,0.0,295043,2771630,,-0.8589996409674902,-1.0841059670265962,0.3494164955590335
2840,PU-2841,台北市,大安區,潮州街,106,-0.3395116178344323,5,3,5,2,4,1,41.0,-0.9974670090334962,-0.8193256863726953,0.0,303303,2769034,,-0.7693230972047633,0.2502470390971197,-0.4384519028208025
2841,PU-2842,新北市,三重區,新興路,241,-0.4297816766986539,5,6,15,10,4,0,0.6666666666666666,0.1688455936445797,0.8923162228093907,1.0,299669,2771692,,-0.1755342474950993,-0.1780427365257097,0.7465534118155364
2842,PU-2843,新北市,三峽區,學成路,237,0.322781250142499,5,15,28,10,4,0,9.583333333333334,1.723546038396734,2.9654420731003297,2.0,288108,2759676,,1.8329940197457848,1.1324215968541036,-0.1181801961623325
2843,PU-2844,新北市,土城區,金城路一段,236,-0.6557692601651809,5,3,12,2,4,0,28.33333333333333,-0.0420099360021461,-0.8193256863726953,0.0,294489,2762511,,0.1588432753047212,1.2569839618758822,-0.4384519028208025
2844,PU-2845,新北市,永和區,永利路,234,-0.0955228964314563,5,9,14,2,4,0,14.416666666666666,0.761769044858262,-0.8193256863726953,0.0,302504,2766361,,0.5101942764192534,0.4703640950945104,1.0454736713634412
2845,PU-2846,新北市,土城區,學府路二段,236,-0.4060124838827019,5,11,15,10,4,0,0.4166666666666667,-0.3539841937628336,0.5509147228732527,1.0,294948,2763349,,-0.6434364663706517,-0.9475992656328656,0.3216596143152994
2846,PU-2847,台中市,南區,工學一街,402,-0.4545122119945231,5,4,12,2,4,0,23.666666666666668,-0.7894841705263712,1.0375277205197844,1.0,215963,2667938,,-0.7302840970809266,-0.8776395811685787,-0.4384519028208025
2847,PU-2848,新竹縣,竹北市,科大一路,302,1.4416877625180842,5,13,14,2,4,0,10.916666666666666,1.500625205963683,1.6600833968739188,2.0,250884,2746053,,1.4841890403784597,0.1632240169586165,1.1308794598057
2848,PU-2849,新北市,三重區,重新路二段,241,-0.1105198391181642,5,3,3,2,1,1,50.083333333333336,-1.119843651580506,-0.8193256863726953,0.0,300086,2772591,,-0.6547521185804595,-1.6420771089734696,-0.4384519028208025
2849,PU-2850,新北市,泰山區,明志路二段,243,-0.7564939184985017,5,9,10,2,4,2,22.916666666666668,-0.2781451476773626,-0.8193256863726953,0.0,293105,2771270,,-0.1619554648433298,-0.1729237352234449,-0.4384519028208025
2850,PU-2851,台中市,南區,南和路,402,-0.0805259537447489,5,15,15,10,4,0,7.583333333333333,0.823244635245727,0.496846612023638,1.0,216288,2667799,,0.4604054066960989,0.577863122442073,0.4903360464887602
2851,PU-2852,台北市,士林區,東山路,111,0.1653854526180612,5,5,5,2,4,1,37.083333333333336,-0.2287348600762223,-0.8193256863726953,0.0,304400,2778452,,0.162803753578154,0.6836558160222144,-0.4384519028208025
2852,PU-2853,台北市,南港區,東新街,115,-0.1082606842903589,5,2,11,2,4,0,9.833333333333334,-0.4097144018710965,0.6482373224025592,1.0,309447,2770988,,-0.4598400092665201,0.1035023350988595,-0.4384519028208025
2853,PU-2854,新竹縣,竹北市,自強三路,302,-0.2672667304686578,5,15,19,2,4,0,10.166666666666666,0.7428092833368939,0.5879899988844169,1.0,251822,2745548,,0.4106165369729445,0.5215541081171592,0.8703918050568111
2854,PU-2855,新北市,林口區,仁愛路二段,244,1.5481083750449145,5,4,12,2,4,0,32.0,1.56497348749075,1.2259937069098696,1.0,287817,2774263,,2.338520782218948,1.4924580217800678,0.3408759167148074
2855,PU-2856,高雄市,新興區,洛陽街,800,-0.9035793179258276,5,4,12,4,4,0,38.75,-0.2074769456431739,-0.8193256863726953,0.0,178992,2503904,,0.1613892970519277,0.1666366844934597,-0.4384519028208025
2856,PU-2857,台北市,內湖區,內湖路一段,114,-0.1314050044943645,5,4,5,2,4,1,38.5,-0.7860369411588497,-0.8193256863726953,0.0,307422,2775275,,-0.4527677266353903,0.4191740820718613,-0.4384519028208025
2857,PU-2858,台北市,大同區,延平北路一段,103,-1.1358156275118163,5,5,11,2,4,0,41.083333333333336,-0.953227565483638,-0.8193256863726953,0.0,301669,2771512,,-0.8066647494971291,-1.6420771089734696,-0.4384519028208025
2858,PU-2859,桃園市,中壢區,九和五街,320,-0.3283600450673935,5,11,15,2,4,0,21.83333333333333,0.4555401693767764,0.8969506323107864,1.0,272580,2761849,,0.7659280163609093,0.4413564210483426,-0.2761809047805111
2859,PU-2860,台南市,北區,北成路,704,-0.6518037224355226,5,2,14,10,4,0,5.666666666666667,-0.7607572591303596,0.852151340463963,1.0,168720,2546700,,-1.060418250302069,-0.1660984001537582,-0.4384519028208025
2860,PU-2861,台中市,西屯區,國安一路,407,-0.888846744421097,5,10,15,2,4,0,14.5,-0.6567658398767972,0.1600795215888955,1.0,210811,2676169,,-0.840045923516062,-1.0977566371659693,0.3472813508479771
2861,PU-2862,台中市,北屯區,崇德七路,406,-0.9192732339104752,5,5,12,2,4,0,30.0,-0.0127084863782144,-0.8193256863726953,1.0,218267,2675143,,-0.1548831822122,0.9566692188096754,-0.4384519028208025
2862,PU-2863,新竹縣,竹北市,隘口,302,0.4993317965792858,5,5,13,2,4,0,4.5,0.4388785607670896,0.4983914151907698,1.0,253461,2744020,,0.1594090579152115,0.675124147185106,-0.4384519028208025
2863,PU-2864,台中市,西屯區,市政北三路,407,0.5715526503830628,5,14,15,2,4,0,14.0,2.560648236476516,1.504058276993602,2.0,213972,2672656,,2.055346585668508,2.2927285587008126,0.4668494546671396
2864,PU-2865,新北市,中和區,中山路二段,235,-0.7010484909692793,5,8,17,10,4,0,5.5,-0.4395903897229485,1.150298351720409,1.0,300735,2766527,,-0.7792242928883452,-0.5534361653584687,0.3494164955590336
2865,PU-2866,桃園市,中壢區,環西路,320,-1.195370794142684,5,12,15,4,4,0,10.25,-0.7211141214038633,-0.1967700100185609,1.0,271557,2761822,,-1.1512263592857763,0.5744504549072298,-0.2163968528709302
2866,PU-2867,新北市,中和區,安平路,235,-0.6353166989049434,5,9,13,2,4,0,26.166666666666668,-0.8929010515520136,1.283151424093748,1.0,301537,2765428,,-0.8075134234128647,-0.3998661262905218,-0.0669367230969775
2867,PU-2868,新北市,三峽區,介壽路一段,237,-0.2028567843142076,5,6,7,2,4,2,26.83333333333333,-0.2568872332443141,-0.8193256863726953,0.0,288329,2757813,花台1.93㎡,0.0550221662797346,-0.246296087222575,0.5223632171546073
2868,PU-2869,台北市,內湖區,內湖路一段,114,-0.2290533668919504,5,4,5,2,4,1,39.0,-0.8383199198995911,-0.8193256863726953,0.0,307378,2775320,,-0.5483849878082661,0.4823084314664616,-0.4384519028208025
2869,PU-2870,新北市,新莊區,中信街,242,-0.2979575891400131,5,5,9,2,4,2,21.666666666666668,-0.281017838816964,-0.8193256863726953,0.0,295224,2771542,,-0.3647885307041346,0.0762009948201134,-0.4384519028208025
2870,PU-2871,新北市,泰山區,明志路三段,243,-0.6767505597893729,5,9,9,2,4,2,27.0,-0.2356293188112651,-0.8193256863726953,0.0,292907,2770603,,0.3667683846599394,-0.3077241028497537,-0.4384519028208025
2871,PU-2872,台北市,內湖區,文德路,114,0.662615816793216,5,2,8,2,4,2,32.666666666666664,0.5422954417927323,-0.8193256863726953,0.0,309333,2774630,,1.048253538995614,0.990795894158108,0.5736066902199629
2872,PU-2873,新北市,永和區,民有街,234,-0.2344609183414843,5,3,5,2,4,1,45.41666666666666,-0.9641437918141228,-0.8193256863726953,0.0,302190,2765584,,-0.4007157264702743,-1.6420771089734696,-0.4384519028208025
2873,PU-2874,新北市,板橋區,中正路,220,0.431124547629163,5,5,5,2,4,1,31.75,-0.4160343223782189,-0.8193256863726953,0.0,295769,2767935,,0.2230596015953804,-0.0244726974577628,-0.4384519028208025
2874,PU-2875,高雄市,新興區,新田路,800,0.0345948082253313,5,7,15,4,4,0,32.416666666666664,1.2782789117585525,-0.2029492226870884,1.0,178647,2502728,,1.2397709526466107,3.429146847803619,-0.4384519028208025
2875,PU-2876,基隆市,安樂區,樂利三街,204,1.02511403240798,5,6,7,2,4,2,30.166666666666668,0.4474966341858932,0.7486495282661293,1.0,322352,2779990,,0.7138760161957934,0.7024254874638522,-0.4384519028208025
2876,PU-2877,台中市,北屯區,祥順六街,406,-0.0393804956042942,5,6,12,10,4,0,5.0,0.1027736974337525,0.8197104739541942,1.0,222879,2673829,,-0.1404557256446948,-0.2633594248967913,-0.1459370774060668
2877,PU-2878,高雄市,左營區,文自路,813,-0.265440179756815,5,14,15,10,4,0,6.25,-0.1758773431075606,0.467495351848133,1.0,179488,2509358,,-0.56875316178592,-0.6660541940082965,0.4262817051570662
2878,PU-2879,台南市,永康區,大灣路,710,-0.1068667376944789,5,6,6,2,4,2,29.416666666666668,-0.4522302307371937,-0.8193256863726953,0.0,174034,2545389,,-0.4431494222570535,0.115446671470811,-0.4384519028208025
2879,PU-2880,桃園市,中壢區,領航南路三段,320,-0.6588695896629139,5,17,19,10,4,0,3.1666666666666665,-0.2930831416032886,0.8969506323107864,1.0,272268,2767159,,-0.6227854010877524,-0.9851386085161415,0.8703918050568116
2880,PU-2881,新北市,中和區,立業路,235,-0.2837297204372391,5,17,17,10,4,0,0.0833333333333333,-0.4838298332728065,0.6173412590599222,1.0,299891,2766668,,-0.7698888798152538,-0.7803785564255458,0.0206042100563378
2881,PU-2882,新北市,土城區,中央路二段,236,-0.1166964645516321,5,12,28,10,4,0,4.833333333333333,-0.1402559729765065,0.9556531526617966,1.0,294890,2763536,,-0.3316902479904468,-0.1643920663863366,0.0654422489885234
2882,PU-2883,台南市,東區,自由路三段,701,-0.6388736660806368,5,6,16,10,4,0,25.58333333333333,0.234917489855407,-0.8193256863726953,0.0,171836,2541887,,0.5025562111776328,0.5266731094194242,-0.4384519028208025
2883,PU-2884,新北市,新莊區,四維路,242,-1.191765759842995,5,5,12,2,4,0,27.916666666666668,-1.27611804957481,-0.8193256863726953,0.0,292522,2768067,,-1.401585164427774,-0.6302211848924422,-0.4384519028208025
2884,PU-2885,台北市,內湖區,康樂街,114,-0.5510069634162081,5,6,8,2,4,2,28.25,-0.8233819259736651,-0.8193256863726953,0.0,312471,2773767,,-0.8117567929915426,-0.7070062044264155,-0.128855919717615
2885,PU-2886,台南市,安南區,府安路六段,709,0.726641225955699,5,6,7,10,4,2,0.5,0.2423864868183694,0.2512229084496744,1.0,166383,2546234,,-0.2756777695518981,0.2638977092364928,0.4817954676445345
2886,PU-2887,高雄市,三民區,建興路,807,-1.245937408586327,5,18,26,10,4,0,2.0,-0.7573100297628381,-0.1118058358263094,1.0,180336,2505307,,-1.0015768588110685,-0.9288295941912276,-0.4384519028208025
2887,PU-2888,苗栗縣,竹南鎮,竹興三街,350,0.750290250961661,1,2,5,10,4,1,6.0,-0.2488436980534306,-0.8193256863726953,0.0,235854,2731764,,-0.2298493781021768,-0.2480024209899966,-0.4384519028208025
2888,PU-2889,新北市,三重區,仁安街,241,-0.575136659662129,5,6,12,2,4,0,12.416666666666666,-0.8067203173639783,0.4273304695027051,1.0,298776,2775208,,-1.1353844461920457,-0.3299064418262349,0.1444426032976127
2889,PU-2890,基隆市,中正區,新豐街,202,-0.0038829245333529,5,15,17,2,4,0,24.916666666666668,-0.2046042545035724,0.7764559852745024,1.0,329155,2781083,,-0.1073574429310074,0.1734620195631464,-0.4384519028208025
2890,PU-2891,台北市,松山區,松河街,105,-0.9048771302737156,5,11,24,4,5,0,2.25,-0.3223845912272208,0.7301118902605468,1.0,308192,2771605,,-0.4912409441487367,-0.8264495681459297,-0.4384519028208025
2891,PU-2892,台北市,南港區,經貿二路,115,-0.3091812625930458,5,9,10,2,4,2,7.5,-0.3970745608568511,-0.2353900891968572,1.0,312028,2772685,,-0.6589954881591373,-0.4578814743828572,0.1423074585865562
2892,PU-2893,台北市,信義區,忠孝東路五段,110,0.1839393624804625,5,3,4,2,4,1,52.0,-1.0635389052443232,-0.8193256863726953,0.0,308730,2770595,,-0.5625295530705258,-1.6420771089734696,-0.4384519028208025
2893,PU-2894,新北市,三重區,五華街,241,-0.1941085677469616,5,4,5,2,4,1,37.833333333333336,-0.8314254611645485,-0.8193256863726953,0.0,299735,2775246,,-0.5911015749002906,0.8082181810439932,-0.4384519028208025
2894,PU-2895,基隆市,安樂區,麥金路,204,-1.2095986628454585,5,9,18,10,4,0,6.583333333333333,-0.95839840953492,-0.8193256863726953,0.0,322617,2779528,,-1.337934620747605,0.2024696936093142,-0.0349095524311306
2895,PU-2896,新北市,三重區,頂崁街,241,-0.4413658535816557,5,4,7,2,4,2,24.0,-0.6952599011474527,-0.8193256863726953,0.0,297998,2773492,,-0.6386273141814833,-0.3708584522443541,-0.4384519028208025
2896,PU-2897,新北市,深坑區,北深路二段,222,1.0039644978498024,0,5,5,2,4,1,33.833333333333336,-0.0115594099223737,-0.8193256863726953,0.0,311852,2766160,,0.6807777334821056,0.8167498498811016,-0.4384519028208025
2897,PU-2898,新北市,泰山區,仁愛路,243,-1.2026769969900548,5,11,15,2,4,0,14.25,-0.6406787694950307,-0.5180890687819852,1.0,293723,2772044,,-0.9469788368987456,0.4379437535134992,-0.4384519028208025
2898,PU-2899,新竹縣,竹北市,勝利八街一段,302,-1.0242758662794271,5,21,27,2,4,0,5.583333333333333,-0.5251965856830635,0.5725419672130986,1.0,252732,2746584,,-0.7806387494145712,-0.5278411588471442,-0.1416667879839537
2899,PU-2900,新北市,土城區,學府路一段,236,-0.8283302353103117,5,11,12,2,4,0,29.25,-0.3045739061616933,-0.8193256863726953,0.0,296277,2764602,,0.1896784275764472,0.2246520325857952,-0.4384519028208025
2900,PU-2901,新北市,板橋區,文化路二段,220,-0.9046127610917384,5,20,32,10,0,0,1.75,1.1438369664252177,1.3325851254419674,1.0,297629,2769120,,0.8185457991365156,1.6255520556389549,-0.4384519028208025
2901,PU-2902,桃園市,龜山區,興華一街,333,0.442276120396202,5,3,7,2,4,2,12.666666666666666,-0.4556774601047149,0.5756315735473622,1.0,286678,2772035,,-0.6485285098650652,-1.0926376358637042,0.4284168498681229
2902,PU-2903,台北市,信義區,吳興街,110,0.2298915330205031,5,3,7,2,4,2,32.0,0.1665474407328989,-0.8193256863726953,0.0,307465,2768359,,0.6318375376746871,0.5249667756520023,1.1137983021172484
2903,PU-2904,新北市,永和區,中正路,234,-1.2566804107994012,5,4,12,2,4,0,26.25,-1.4818027351702536,0.3639935396502993,1.0,302109,2765579,,-1.4824920777278998,-0.8127988980065567,-0.3936138638886167
2904,PU-2905,高雄市,左營區,榮總路,813,-1.1142575223996738,5,6,14,2,4,0,24.58333333333333,-0.3470897350277908,-0.3527951298988776,1.0,180266,2509900,,-0.2804869217410664,-0.2770100950361643,-0.4384519028208025
2905,PU-2906,新北市,新店區,寶元路二段,231,-0.3669579456360673,5,3,4,2,4,1,43.66666666666666,-1.1755738596887686,-0.8193256863726953,0.0,305159,2763820,,-0.7455602275641671,-1.6420771089734696,-0.4384519028208025
2906,PU-2907,台南市,北區,大武街,704,0.4480201417137074,5,4,13,10,4,0,19.5,0.1044973121175135,-0.8193256863726953,0.0,169676,2545984,,-0.108489008151988,0.1205656727730758,-0.4384519028208025
2907,PU-2908,台北市,信義區,基隆路一段,110,-1.0852490130681731,5,9,15,5,4,0,40.0,-0.5292183532785051,-0.8193256863726953,0.0,306448,2769650,,-0.4247614874161161,-0.2940734327103806,-0.4384519028208025
2908,PU-2909,新北市,三重區,中正北路,241,-0.1941085677469616,0,5,5,2,4,1,40.5,-0.4941715213753708,-0.8193256863726953,0.0,298999,2773289,,-0.1455477691391086,1.4293236723854672,-0.4384519028208025
2909,PU-2910,新北市,汐止區,福德二路,221,-0.3725817991435827,5,8,15,2,4,0,13.416666666666666,0.6870790752286312,-0.1967700100185609,1.0,313975,2773268,,0.3565842976711124,0.1359226766798704,0.676093636350673
2910,PU-2911,新北市,新莊區,新樹路,242,-0.6598309321428311,5,10,15,10,4,0,0.75,-0.3367480469252267,0.0751153473966439,1.0,293599,2765926,,-0.6374957489605025,-0.5158968224751929,0.2874972989383961
2911,PU-2912,新北市,新店區,安民街,231,-0.741160505943823,5,8,12,2,4,0,22.5,-0.4229287811132617,0.3578143269817718,1.0,302218,2762739,,-0.30736159573936,-0.2804227625710075,-0.4384519028208025
2912,PU-2913,基隆市,安樂區,基金三路,204,-0.3716925573496596,5,12,12,2,4,0,26.0,-0.2172440955178179,-0.8193256863726953,0.0,320259,2783091,,-0.0533252036291749,0.1666366844934597,-0.4384519028208025
2913,PU-2914,桃園市,桃園區,介壽路,330,0.3178063028089277,5,4,7,2,4,2,27.25,0.2044669637756341,-0.8193256863726953,0.0,280780,2763510,,0.412596776109661,1.216031951457763,-0.4384519028208025
2914,PU-2915,台北市,大同區,延平北路三段,103,-0.4122131428781678,5,4,5,2,1,1,60.333333333333336,-0.9572493330790796,-0.8193256863726953,0.0,301533,2773195,,-0.3902487481762023,-1.6420771089734696,-0.4384519028208025
2915,PU-2916,新北市,新店區,新坡一街,231,2.591645636994994,1,5,12,2,4,0,26.25,-0.3350244322414659,0.7301118902605468,1.0,305327,2761762,,-0.2012773562724119,-0.1695110676886014,-0.2825863389136807
2916,PU-2917,台北市,內湖區,金湖路,114,-1.1007987276808335,5,6,6,2,4,2,11.333333333333334,-1.6018812248055827,-0.8193256863726953,0.0,310440,2774736,,-1.8898555572809803,-1.0295032864691038,-0.4384519028208025
2917,PU-2918,台北市,南港區,經貿二路,115,-0.7535618239347543,5,5,7,2,4,2,13.916666666666666,-1.2456675234950372,0.0055992048757108,1.0,311980,2772799,,-1.5532149040391987,-1.1114073073053423,0.1636589056971209
2918,PU-2919,新北市,淡水區,民權路,251,-1.4065056362944912,5,10,29,2,5,0,14.833333333333334,-1.4180289918711078,-0.8193256863726953,0.0,296372,2780514,,-1.5766948823745497,-1.6420771089734696,-0.3103432201574145
2919,PU-2920,台北市,大安區,敦化南路二段,106,-0.0396688983482695,5,6,7,2,4,2,45.66666666666666,-0.0437335506859068,-0.8193256863726953,0.0,305503,2768342,,0.2448422320992603,0.5898074588140245,-0.4384519028208025
2920,PU-2921,新竹縣,竹北市,文興路一段,302,1.5582986053320362,5,2,7,5,4,2,13.583333333333334,1.4971779765961617,0.4149720441656503,2.0,252735,2744812,,0.7574412772035536,0.3662777352817906,0.942986725232731
2921,PU-2922,新北市,汐止區,中興路,221,-0.9064873789275768,5,10,12,2,4,0,27.0,0.1734418994679414,-0.8193256863726953,0.0,313827,2773144,,0.4821880371999788,-0.0551867052713521,-0.4384519028208025
2922,PU-2923,新北市,樹林區,大安路,238,-0.3980093077373918,5,2,14,2,4,0,27.58333333333333,-0.3401952762927477,0.6868574015808551,1.0,292750,2765541,,-0.3775186394401685,-0.3384381106633432,-0.4384519028208025
2923,PU-2924,台北市,內湖區,內湖路一段,114,0.8635604286579007,5,4,8,2,4,2,20.58333333333333,0.2751351658098231,1.465438197815306,1.0,308282,2774914,,0.0538906010587537,0.0471933207739456,-0.4384519028208025
2924,PU-2925,台北市,文山區,興隆路四段,116,-0.2449635849345794,5,3,5,2,4,1,39.41666666666666,-0.7078997421616978,-0.8193256863726953,0.0,306641,2764321,,-0.3336704871271633,0.4652450937922453,-0.4384519028208025
2925,PU-2926,新竹市,新竹市,慈雲路,300,-0.621881937748101,5,17,28,10,4,0,6.583333333333333,0.2257248782086826,0.547825116538989,1.0,251176,2742761,,0.054456383669244,-0.797441894099762,0.2277132470288149
2926,PU-2927,新竹市,新竹市,東大路二段,300,-0.3562630105469889,5,5,8,2,4,2,25.33333333333333,-0.2890613740078472,-0.8193256863726953,0.0,246659,2744824,,-0.3387625306215767,0.5386174457913754,-0.2868566283357932
2927,PU-2928,桃園市,桃園區,大興西路二段,330,1.1835673066603265,5,3,4,2,4,1,40.25,-0.5280692768226647,-0.8193256863726953,0.0,280021,2767177,,-0.1048114211838006,0.8542891927643775,-0.4384519028208025
2928,PU-2929,新北市,三重區,五華街,241,0.3293424125679337,0,3,5,2,4,1,37.083333333333336,-0.3166392089480184,-0.8193256863726953,0.0,299613,2775211,,0.4807735806737529,-0.6029198446136961,-0.4384519028208025
2929,PU-2930,台中市,北屯區,太原路三段,406,0.7863405939585543,5,4,5,2,4,1,41.66666666666666,-0.3585804995861955,-0.8193256863726953,0.0,218465,2673368,,0.0714298619839559,1.4549186788967914,-0.4384519028208025
2930,PU-2931,新北市,土城區,中華路一段,236,-0.2975249850240504,5,3,32,4,0,0,2.0,-0.0213265597970177,1.0313485078512572,1.0,294664,2764051,,-0.2063693997668256,-0.8691079123314706,-0.4384519028208025
2931,PU-2932,新北市,中和區,景平路,235,-0.6817014735609463,5,10,13,2,4,0,16.25,-0.1844954165263646,1.1688359897259912,1.0,301764,2765039,,-0.2776580086886147,-0.2070504105718774,-0.1672885245166313
2932,PU-2933,新北市,樹林區,大安路,238,0.2786315967523031,5,3,4,2,4,1,38.75,-0.5521998823953146,-0.8193256863726953,0.0,292164,2764924,,-0.082180116764185,0.4788957639316183,-0.4384519028208025
2933,PU-2934,高雄市,岡山區,勵志路,820,1.2700640962908727,5,2,13,2,4,0,15.833333333333334,1.406400936584765,-0.8193256863726953,0.0,177575,2521287,,0.8997356037418867,0.6409974718366735,-0.4384519028208025
2934,PU-2935,台北市,內湖區,內湖路二段,114,2.529230476486372,5,3,11,2,4,0,22.08333333333333,1.0616779998326245,0.05503290622393,1.0,309049,2775273,,1.2321328874049906,0.4550070911877154,-0.4384519028208025
2935,PU-2936,台北市,文山區,福興路,116,0.5980376357047803,0,7,7,2,4,2,26.0,-0.5499017294836335,0.1399970804161816,1.0,305617,2766170,,-0.5167011616208045,-0.2138757456415641,0.3216596143152996
2936,PU-2937,新北市,三重區,新興路,241,0.4645071652442867,0,3,5,2,4,1,36.16666666666666,-0.2522909274209522,-0.8193256863726953,0.0,299524,2771837,,0.4570107110331565,0.1734620195631464,-0.4384519028208025
2937,PU-2938,新北市,新莊區,建中街,242,0.1283497335792527,5,2,5,2,4,1,36.41666666666666,-0.4131616312386177,-0.8193256863726953,0.0,295035,2770035,,-0.0734104863015839,0.1069150026337027,-0.3103432201574146
2938,PU-2939,桃園市,中壢區,松勇路,320,0.2256856596708655,5,7,13,10,4,0,7.166666666666667,0.1832090493425857,0.8197104739541942,1.0,266587,2761587,,0.0171147313768784,0.3696904028166338,-0.4384519028208025
